"id","price","date_stamp.x","journal_id","influence_id","article_influence","est_article_influence","date_stamp.y","ai_percentile","cost_effectiveness","ef_percentile","eigenfactor","efn","journal_name","pub_name","is_hybrid","category"
10340,0,"2013-01-01","1557-2501",NA,NA,NA,NA,NA,NA,NA,NA,NA,"JOURNAL OF INVASIVE CARDIOLOGY","Self Owned - Unknown Profit Status",0,NA
10341,1730,"2013-01-01","1745-6215",4817,0.980677,NA,"2013-12-31",NA,NA,NA,NA,NA,"Trials","Biomed Central",0,"MEDICINE"
10342,1805,"2013-01-01","1475-9276",4970,0.584606,NA,"2013-12-31",NA,NA,NA,NA,NA,"INTERNATIONAL JOURNAL FOR EQUITY IN HEALTH","Biomed Central",0,"MEDICINE"
10343,0,"2013-01-01","1718-7729",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CURRENT ONCOLOGY","MULTIMED INC",0,NA
10344,2285,"2013-01-01","1478-4491",4876,0.801975,NA,"2013-12-31",NA,NA,NA,NA,NA,"HUMAN RESOURCES FOR HEALTH","Biomed Central",0,"MEDICINE"
10345,2000,"2013-01-01","1471-2415",4997,0.533766,NA,"2013-12-31",NA,NA,NA,NA,NA,"BMC OPHTHALMOLOGY","Biomed Central",0,"OPHTHALMOLOGY"
10346,1935,"2013-01-01","1475-2840",4899,0.738494,NA,"2013-12-31",NA,NA,NA,NA,NA,"Cardiovascular Diabetology","Biomed Central",0,"MEDICINE"
10347,2000,"2013-01-01","1472-6947",4961,0.600834,NA,"2013-12-31",NA,NA,NA,NA,NA,"BMC Medical Informatics and Decision Making","Biomed Central",0,"MEDICINE"
10348,2000,"2013-01-01","1471-244X",4843,0.89124,NA,"2013-12-31",NA,NA,NA,NA,NA,"BMC Psychiatry","Biomed Central",0,"PSYCHIATRY"
10349,2000,"2013-01-01","1471-2172",4834,0.914163,NA,"2013-12-31",NA,NA,NA,NA,NA,"BMC IMMUNOLOGY","Biomed Central",0,"MOLECULAR AND CELL BIOLOGY"
10350,2000,"2013-01-01","1477-7517",4919,0.684255,NA,"2013-12-31",NA,NA,NA,NA,NA,"HARM REDUCTION JOURNAL","Biomed Central",0,"PSYCHIATRY"
10351,0,"2013-01-01","1827-806X",NA,NA,NA,NA,NA,NA,NA,NA,NA,"INTERNATIONAL JOURNAL OF SPELEOLOGY","Self Owned - Non-Profit Society",0,NA
10352,0,"2013-01-01","1939-2869",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CLEVELAND CLINIC JOURNAL OF MEDICINE","Self Owned - Non-Profit Society",0,NA
10353,1065,"2013-01-01","1559-4106",4892,0.770495,NA,"2013-12-31",NA,NA,NA,NA,NA,"Biointerphases","AVS (American Vacuum Society)",0,"PHYSICS AND CHEMISTRY"
10354,0,"2013-01-01","1083-589X",4870,0.820024,NA,"2013-12-31",NA,NA,NA,NA,NA,"ELECTRONIC COMMUNICATIONS IN PROBABILITY","Self Owned - Non-Profit Society",0,"MATHEMATICS"
10355,2200,"2013-01-01","1178-2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,"International Journal of Nanomedicine","Dove Press",0,NA
10356,0,"2013-01-01","2190-7579",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gold Bulletin","Springer",1,NA
10357,0,"2013-01-01","1878-5514",NA,NA,NA,NA,NA,NA,NA,NA,NA,"SCIENCE AND TECHNOLOGY OF ADVANCED MATERIALS","Self Owned - Non-Profit Society",0,NA
10358,2000,"2013-01-01","1472-6750",4859,0.840854,NA,"2013-12-31",NA,NA,NA,NA,NA,"BMC BIOTECHNOLOGY","Biomed Central",0,"MOLECULAR AND CELL BIOLOGY"
10359,0,"2013-01-01","0016-8092",4845,0.886319,NA,"2013-12-31",NA,NA,NA,NA,NA,"GEORGETOWN LAW JOURNAL","GEORGETOWN LAW JOURNAL ASSN",0,"LAW"
10360,1845,"2013-01-01","1476-9255",4869,0.821776,NA,"2013-12-31",NA,NA,NA,NA,NA,"JOURNAL OF INFLAMMATION-LONDON","Biomed Central",0,"MOLECULAR AND CELL BIOLOGY"
10361,0,"2013-01-01","1530-9312",NA,NA,NA,NA,NA,NA,NA,NA,NA,"COMPUTATIONAL LINGUISTICS","M I T PRESS",0,NA
10362,2075,"2013-01-01","1748-5908",4767,1.20733,NA,"2013-12-31",NA,NA,NA,NA,NA,"Implementation Science","Biomed Central",0,"MEDICINE"
10363,2000,"2013-01-01","1471-2156",4847,0.87615,NA,"2013-12-31",NA,NA,NA,NA,NA,"BMC GENETICS","Biomed Central",0,"MOLECULAR AND CELL BIOLOGY"
10364,1980,"2013-01-01","1176-9343",5009,0.509924,NA,"2013-12-31",NA,NA,NA,NA,NA,"Evolutionary Bioinformatics","Libertas Academica",0,"MOLECULAR AND CELL BIOLOGY"
10365,1900,"2013-01-01","1475-2875",4818,0.974376,NA,"2013-12-31",NA,NA,NA,NA,NA,"MALARIA JOURNAL","Biomed Central",0,"INFECTIOUS DISEASES"
10366,1730,"2013-01-01","1757-2215",4922,0.67456,NA,"2013-12-31",NA,NA,NA,NA,NA,"Journal of Ovarian Research","Biomed Central",0,"MOLECULAR AND CELL BIOLOGY"
10367,0,"2013-01-01","2163-7873",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dynamics of Partial Differential Equations","International Press",0,NA
10368,2000,"2013-01-01","1471-2377",4833,0.918799,NA,"2013-12-31",NA,NA,NA,NA,NA,"BMC Neurology","Biomed Central",0,"NEUROSCIENCE"
10369,0,"2013-01-01","0367-5211",5191,0.138219,NA,"2013-12-31",NA,NA,NA,NA,NA,"BULLETIN OF THE GEOLOGICAL SOCIETY OF FINLAND","Geological Society of Finland",0,NA
10370,0,"2013-01-01","1695-6133",4936,0.64259,NA,"2013-12-31",NA,NA,NA,NA,NA,"GEOLOGICA ACTA","Self Owned - Non-Profit Society",0,NA
10371,1820,"2013-01-01","1743-7075",4846,0.884654,NA,"2013-12-31",NA,NA,NA,NA,NA,"Nutrition & Metabolism","Biomed Central",0,"MEDICINE"
10372,2155,"2013-01-01","1475-2891",4888,0.77445,NA,"2013-12-31",NA,NA,NA,NA,NA,"NUTRITION JOURNAL","Biomed Central",0,"MEDICINE"
10373,0,"2013-01-01","1745-3682",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Acta Orthopaedica","INFORMA HEALTHCARE",0,NA
10374,1934,"2013-01-01","1660-3397",4839,0.897026,NA,"2013-12-31",NA,NA,NA,NA,NA,"Marine Drugs","Self Owned - Mid Sized - Unknown Profit Status",0,"FOOD SCIENCE"
10375,1730,"2013-01-01","1752-153X",5047,0.438421,NA,"2013-12-31",NA,NA,NA,NA,NA,"Chemistry Central Journal","Springer",0,"FOOD SCIENCE"
10376,0,"2013-01-01","1536-7509",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CBE-LIFE SCIENCES EDUCATION","AMER SOC CELL BIOLOGY",0,NA
10377,1730,"2013-01-01","1748-7188",4805,1.0399,NA,"2013-12-31",NA,NA,NA,NA,NA,"Algorithms for Molecular Biology","Biomed Central",0,"MOLECULAR AND CELL BIOLOGY"
10378,2000,"2013-01-01","1471-2350",4896,0.746754,NA,"2013-12-31",NA,NA,NA,NA,NA,"BMC Medical Genetics","Biomed Central",0,"MOLECULAR AND CELL BIOLOGY"
10379,1321,"2013-01-01","1603-9629",NA,NA,NA,NA,NA,NA,NA,NA,NA,"DANISH MEDICAL BULLETIN","DANISH MEDICAL ASSN",0,NA
10380,0,"2013-01-01","0146-4833",4731,1.46534,NA,"2013-12-31",NA,NA,NA,NA,NA,"COMPUTER COMMUNICATION REVIEW","ASSOC COMPUTING MACHINERY",0,NA
10381,2000,"2013-01-01","1471-2458",4849,0.870229,NA,"2013-12-31",NA,NA,NA,NA,NA,"BMC PUBLIC HEALTH","Biomed Central",0,"MEDICINE"
10382,0,"2013-01-01","1094-3501",4825,0.952409,NA,"2013-12-31",NA,NA,NA,NA,NA,"LANGUAGE LEARNING & TECHNOLOGY","UNIV HAWAII NATL FOREIGN LANGUAGE RESOURCE CENTER",0,"LINGUISTICS"
10383,0,"2013-01-01","1349-2896",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PROCEEDINGS OF THE JAPAN ACADEMY SERIES B-PHYSICAL AND BIOLOGICAL SCIENCES","JAPAN ACAD",0,NA
10384,0,"2013-01-01","1435-9871",4854,0.851728,NA,"2013-12-31",NA,NA,NA,NA,NA,"Demographic Research","Max Planck Inst",0,"SOCIOLOGY"
10385,0,"2013-01-01","0029-3571",4926,0.672273,NA,"2013-12-31",NA,NA,NA,NA,NA,"NORTHWESTERN UNIVERSITY LAW REVIEW","Self Owned - Non-Profit Society",0,"LAW"
10386,1730,"2013-01-01","1758-2946",4758,1.26175,NA,"2013-12-31",NA,NA,NA,NA,NA,"Journal of Cheminformatics","Springer",0,"MOLECULAR AND CELL BIOLOGY"
10387,2000,"2013-01-01","1743-0003",4836,0.90964,NA,"2013-12-31",NA,NA,NA,NA,NA,"Journal of NeuroEngineering and Rehabilitation","Biomed Central",0,"SPORTS MEDICINE"
10388,1500,"2013-01-01","1466-1861",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mediators of Inflammation","Hindawi",0,NA
10389,816,"2013-01-01","1432-0576",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ANNALES GEOPHYSICAE","EUROPEAN  GEOSCIENCES UNION",0,NA
10390,2000,"2013-01-01","1471-2296",4925,0.673109,NA,"2013-12-31",NA,NA,NA,NA,NA,"BMC Family Practice","Biomed Central",0,"MEDICINE"
10391,2000,"2013-01-01","1472-6963",4908,0.7117,NA,"2013-12-31",NA,NA,NA,NA,NA,"BMC HEALTH SERVICES RESEARCH","Biomed Central",0,"MEDICINE"
10392,2000,"2013-01-01","1472-6882",5037,0.453867,NA,"2013-12-31",NA,NA,NA,NA,NA,"BMC COMPLEMENTARY AND ALTERNATIVE MEDICINE","Biomed Central",0,"FOOD SCIENCE"
10393,0,"2013-01-01","1077-8926",4875,0.803795,NA,"2013-12-31",NA,NA,NA,NA,NA,"ELECTRONIC JOURNAL OF COMBINATORICS","Self Owned - Non-Profit Society",0,"COMPUTER SCIENCE"
10394,308,"2013-01-01","1880-3873",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Journal of Atherosclerosis and Thrombosis","Japan Artherosclerosis Society",0,NA
10395,0,"2013-01-01","1062-6050",4907,0.71189,NA,"2013-12-31",NA,NA,NA,NA,NA,"JOURNAL OF ATHLETIC TRAINING","Self Owned - Non-Profit Society",0,"SPORTS MEDICINE"
10396,1500,"2013-01-01","1687-5303",NA,NA,NA,NA,NA,NA,NA,NA,NA,"JOURNAL OF DIABETES RESEARCH","Hindawi",0,NA
10397,0,"2013-01-01","1094-8074",5051,0.425114,NA,"2013-12-31",NA,NA,NA,NA,NA,"PALAEONTOLOGIA ELECTRONICA","Self Owned - Non-Profit Society",0,NA
10398,816,"2013-01-01","1607-7946",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NONLINEAR PROCESSES IN GEOPHYSICS","EUROPEAN  GEOSCIENCES UNION",0,NA
10399,200,"2013-01-01","1732-2421",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ACTA PALAEONTOLOGICA POLONICA","Self Owned - Non-Profit Society",0,NA
10400,2000,"2013-01-01","1471-230X",4889,0.773516,NA,"2013-12-31",NA,NA,NA,NA,NA,"BMC GASTROENTEROLOGY","Biomed Central",0,"GASTROENTEROLOGY"
10401,0,"2013-01-01","1463-1741",4995,0.535113,NA,"2013-12-31",NA,NA,NA,NA,NA,"NOISE & HEALTH","Medknow Publications",0,NA
10402,1175,"2013-01-01","1556-276X",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nanoscale Research Letters","Springer",0,NA
10403,2000,"2013-01-01","1743-422X",4928,0.66643,NA,"2013-12-31",NA,NA,NA,NA,NA,"Virology Journal","Biomed Central",0,"INFECTIOUS DISEASES"
10404,2310,"2013-01-01","1349-6476",4931,0.661964,NA,"2013-12-31",NA,NA,NA,NA,NA,"SOLA","Self Owned - Non-Profit Society",0,NA
10405,2000,"2013-01-01","1471-2474",4879,0.793699,NA,"2013-12-31",NA,NA,NA,NA,NA,"BMC MUSCULOSKELETAL DISORDERS","Biomed Central",0,"ORTHOPEDICS"
10406,2000,"2013-01-01","1472-6920",5015,0.499786,NA,"2013-12-31",NA,NA,NA,NA,NA,"BMC MEDICAL EDUCATION","Biomed Central",0,"MEDICINE"
10407,0,"2013-01-01","1558-7118",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Journal of the American Board of Family Medicine","AMER BOARD FAMILY MEDICINE",0,NA
10408,0,"2013-01-01","0973-7138",NA,NA,NA,NA,NA,NA,NA,NA,NA,"JOURNAL OF BIOSCIENCES","SPRINGER",0,NA
10409,1500,"2013-01-01","1110-7251",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Biomed Research International","Hindawi",0,NA
10410,1730,"2013-01-01","1476-7120",5030,0.470821,NA,"2013-12-31",NA,NA,NA,NA,NA,"CARDIOVASCULAR ULTRASOUND","Biomed Central",0,"MEDICINE"
10411,0,"2013-01-01","1068-9613",4862,0.837031,NA,"2013-12-31",NA,NA,NA,NA,NA,"ELECTRONIC TRANSACTIONS ON NUMERICAL ANALYSIS","KENT STATE UNIVERSITY",0,"MATHEMATICS"
10412,0,"2013-01-01","1129-2377",NA,NA,NA,NA,NA,NA,NA,NA,NA,"The Journal of Headache and Pain","Springer",0,NA
10413,0,"2013-01-01","0748-7711",4890,0.772846,NA,"2013-12-31",NA,NA,NA,NA,NA,"JOURNAL OF REHABILITATION RESEARCH AND DEVELOPMENT","Self Owned - Non-Profit Society",0,"SPORTS MEDICINE"
10414,900,"2013-01-01","1687-1812",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fixed Point Theory and Applications","Springer",0,NA
10415,3758,"2013-01-01","1347-4820",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CIRCULATION JOURNAL","JAPANESE CIRCULATION SOCIETY",0,NA
10416,1780,"2013-01-01","1756-3305",4864,0.832378,NA,"2013-12-31",NA,NA,NA,NA,NA,"Parasites & Vectors","Biomed Central",0,"INFECTIOUS DISEASES"
10417,0,"2013-01-01","1933-527X",5112,0.291586,NA,"2013-12-31",NA,NA,NA,NA,NA,"Econ Journal Watch","Self Owned - Non-Profit Society",0,"ECONOMICS"
10418,0,"2013-01-01","1090-0535",4956,0.606012,NA,"2013-12-31",NA,NA,NA,NA,NA,"MOLECULAR VISION","MOLECULAR VISION",0,"OPHTHALMOLOGY"
10419,1750,"2013-01-01","1741-4288",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Evidence-Based Complementary and Alternative Medicine","Hindawi",0,NA
10420,0,"2013-01-01","0038-3910",5066,0.376229,NA,"2013-12-31",NA,NA,NA,NA,NA,"SOUTHERN CALIFORNIA LAW REVIEW","UNIV SOUTHERN CALIF",0,"LAW"
10421,1730,"2013-01-01","1477-5956",4967,0.58756,NA,"2013-12-31",NA,NA,NA,NA,NA,"Proteome Science","Self Owned - Non-Profit Society",0,"MOLECULAR AND CELL BIOLOGY"
10422,3975,"2013-01-01","2092-6413",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EXPERIMENTAL AND MOLECULAR MEDICINE","KOREAN SOC MED BIOCHEMISTRY MOLECULAR BIOLOGY",0,NA
10423,2000,"2013-01-01","1742-4682",4999,0.527103,NA,"2013-12-31",NA,NA,NA,NA,NA,"THEORETICAL BIOLOGY AND MEDICAL MODELLING","Biomed Central",0,"MOLECULAR AND CELL BIOLOGY"
10424,1200,"2013-01-01","1748-6718",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Computational and Mathematical Methods in Medicine","Hindawi",0,NA
10425,0,"2013-01-01","1880-0920",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Drug Metabolism and Pharmacokinetics","Self Owned - Non-Profit Society",0,NA
10426,0,"2013-01-01","1751-8369",NA,NA,NA,NA,NA,NA,NA,NA,NA,"POLAR RESEARCH","Wiley Blackwell",0,NA
10427,1000,"2013-01-01","1687-8124",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Advances in Condensed Matter Physics","Hindawi",0,NA
10428,1550,"2013-01-01","1297-9686",NA,NA,NA,NA,NA,NA,NA,NA,NA,"GENETICS SELECTION EVOLUTION","EDP Sciences",0,NA
10429,1365,"2013-01-01","2219-2840",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WORLD JOURNAL OF GASTROENTEROLOGY","Self Owned - Non-Profit Society",0,NA
10430,1718,"2013-01-01","1422-0067",4939,0.639503,NA,"2013-12-31",NA,NA,NA,NA,NA,"INTERNATIONAL JOURNAL OF MOLECULAR SCIENCES","MOLECULAR DIVERSITY PRESERVATION INTERNATIONAL",0,"MOLECULAR AND CELL BIOLOGY"
10431,1200,"2013-01-01","1684-1182",5026,0.475372,NA,"2013-12-31",NA,NA,NA,NA,NA,"JOURNAL OF MICROBIOLOGY IMMUNOLOGY AND INFECTION","SCIENTIFIC COMMUNICATIONS INTERNATIONAL LTD.",0,"INFECTIOUS DISEASES"
10432,0,"2013-01-01","1797-2469",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BOREAL ENVIRONMENT RESEARCH","FINNISH ENVIRONMENT INST",0,NA
10433,1500,"2013-01-01","1740-2530",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clinical & Developmental Immunology","Hindawi",0,NA
10434,1350,"2013-01-01","2156-7085",4821,0.966606,NA,"2013-12-31",NA,NA,NA,NA,NA,"Biomedical Optics Express","OPTICAL SOC AMER",0,"PHYSICS AND CHEMISTRY"
10435,0,"2013-01-01","1559-8985",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Progress in Electromagnetics Research-PIER","Self Owned - Non-Profit Society",0,NA
10436,1500,"2013-01-01","1742-6413",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cytojournal","Medknow",0,NA
10437,0,"2013-01-01","1687-4765",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PPAR Research","Hindawi",0,NA
10438,2000,"2013-01-01","1480-9222",4951,0.613237,NA,"2013-12-31",NA,NA,NA,NA,NA,"BIOLOGICAL PROCEDURES ONLINE","Biomed Central",0,"MOLECULAR AND CELL BIOLOGY"
10439,2000,"2013-01-01","1757-4749",4921,0.674633,NA,"2013-12-31",NA,NA,NA,NA,NA,"Gut Pathogens","Biomed Central",0,"MOLECULAR AND CELL BIOLOGY"
10440,612,"2013-01-01","1349-9092",NA,NA,NA,NA,NA,NA,NA,NA,NA,"JOURNAL OF EPIDEMIOLOGY","J-Stage",0,NA
10441,0,"2013-01-01","0971-5916",4991,0.544363,NA,"2013-12-31",NA,NA,NA,NA,NA,"INDIAN JOURNAL OF MEDICAL RESEARCH","INDIAN COUNCIL MEDICAL RES",0,"MEDICINE"
10442,1920,"2013-01-01","1347-8648",NA,NA,NA,NA,NA,NA,NA,NA,NA,"JOURNAL OF PHARMACOLOGICAL SCIENCES","JAPANESE PHARMACOLOGICAL SOC",0,NA
10443,550,"2013-01-01","1976-670X",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BMB Reports","Self Owned - Non-Profit Society",0,NA
10444,0,"2013-01-01","1090-6924",5101,0.310863,NA,"2013-12-31",NA,NA,NA,NA,NA,"JOURNAL OF CAVE AND KARST STUDIES","Self Owned - Non-Profit Society",0,NA
10445,0,"2013-01-01","0185-1101",4992,0.54166,NA,"2013-12-31",NA,NA,NA,NA,NA,"REVISTA MEXICANA DE ASTRONOMIA Y ASTROFISICA","Self Owned - Non-Profit Society",0,"ASTRONOMY AND ASTROPHYSICS"
10446,1500,"2013-01-01","1687-8345",NA,NA,NA,NA,NA,NA,NA,NA,NA,"International Journal of Endocrinology","Hindawi",0,NA
10447,1820,"2013-01-01","1477-7827",4918,0.689388,NA,"2013-12-31",NA,NA,NA,NA,NA,"Reproductive Biology and Endocrinology","Biomed Central",0,"MEDICINE"
10448,2000,"2013-01-01","1476-511X",4984,0.555469,NA,"2013-12-31",NA,NA,NA,NA,NA,"Lipids in Health and Disease","Biomed Central",0,"MEDICINE"
10449,1200,"2013-01-01","1687-0042",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Journal of Applied Mathematics","Hindawi",0,NA
10450,0,"2013-01-01","1931-2393",NA,NA,NA,NA,NA,NA,NA,NA,NA,"International Perspectives on Sexual and Reproductive Health","ALAN GUTTMACHER INST",0,NA
10451,2000,"2013-01-01","1477-7819",5087,0.331754,NA,"2013-12-31",NA,NA,NA,NA,NA,"WORLD JOURNAL OF SURGICAL ONCOLOGY","Biomed Central",0,"ONCOLOGY"
10452,1080,"2013-01-01","1348-4540",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ENDOCRINE JOURNAL","JAPAN ENDOCRINE SOCIETY",0,NA
10453,0,"2013-01-01","1098-4402",4909,0.711636,NA,"2013-12-31",NA,NA,NA,NA,NA,"PHYSICAL REVIEW SPECIAL TOPICS-ACCELERATORS AND BEAMS","AMERICAN PHYSICAL SOC",0,"PHYSICS AND CHEMISTRY"
10454,0,"2013-01-01","1723-2007",4957,0.605317,NA,"2013-12-31",NA,NA,NA,NA,NA,"BLOOD TRANSFUSION","Self Owned - Non-Profit Society",0,"MEDICINE"
10455,0,"2013-01-01","1365-8050",4868,0.822232,NA,"2013-12-31",NA,NA,NA,NA,NA,"DISCRETE MATHEMATICS AND THEORETICAL COMPUTER SCIENCE","Self Owned - Non-Profit Society",0,"COMPUTER SCIENCE"
10456,0,"2013-01-01","0742-3225",5031,0.469367,NA,"2013-12-31",NA,NA,NA,NA,NA,"FAMILY MEDICINE","SOC TEACHERS FAMILY MEDICINE",0,"MEDICINE"
10457,0,"2013-01-01","1423-0127",NA,NA,NA,NA,NA,NA,NA,NA,NA,"JOURNAL OF BIOMEDICAL SCIENCE","KARGER",0,NA
10458,0,"2013-01-01","1618-1905",NA,NA,NA,NA,NA,NA,NA,NA,NA,"INTERNATIONAL MICROBIOLOGY","SPANISH SOCIETY MICROBIOLOGY",0,NA
10459,0,"2013-01-01","1677-6119",NA,NA,NA,NA,NA,NA,NA,NA,NA,"INTERNATIONAL BRAZ J UROL","SciELO",0,NA
10460,1905,"2013-01-01","1757-7241",4947,0.618537,NA,"2013-12-31",NA,NA,NA,NA,NA,"SCANDINAVIAN JOURNAL OF TRAUMA RESUSCITATION & EMERGENCY MEDICINE","Biomed Central",0,"MEDICINE"
10461,0,"2013-01-01","1734-1140",5014,0.50276,NA,"2013-12-31",NA,NA,NA,NA,NA,"Pharmacological Reports","Polish Academy of Sciences",0,"NEUROSCIENCE"
10462,1290,"2013-01-01","1999-4915",4801,1.05084,NA,"2013-12-31",NA,NA,NA,NA,NA,"VIRUSES-BASEL","MDPI",0,"MOLECULAR AND CELL BIOLOGY"
10463,0,"2013-01-01","1815-0659",4913,0.705686,NA,"2013-12-31",NA,NA,NA,NA,NA,"Symmetry Integrability and Geometry-Methods and Applications","Self Owned - Non-Profit Society",0,"MATHEMATICS"
10464,816,"2013-01-01","1684-9981",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NATURAL HAZARDS AND EARTH SYSTEM SCIENCES","EUROPEAN  GEOSCIENCES UNION",0,NA
10465,1500,"2013-01-01","1942-0994",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oxidative Medicine and Cellular Longevity","Hindawi",0,NA
10466,100,"2013-01-01","0255-0857",5114,0.290351,NA,"2013-12-31",NA,NA,NA,NA,NA,"INDIAN JOURNAL OF MEDICAL MICROBIOLOGY","Medknow Publications",0,"INFECTIOUS DISEASES"
10467,0,"2013-01-01","2005-8330",NA,NA,NA,NA,NA,NA,NA,NA,NA,"KOREAN JOURNAL OF RADIOLOGY","KOREAN RADIOLOGICAL SOC",0,NA
10468,1805,"2013-01-01","1756-9966",4884,0.781658,NA,"2013-12-31",NA,NA,NA,NA,NA,"JOURNAL OF EXPERIMENTAL & CLINICAL CANCER RESEARCH","Biomed Central",0,"ONCOLOGY"
10469,1730,"2013-01-01","1897-4287",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hereditary Cancer in Clinical Practice","Biomed Central",0,NA
10470,0,"2013-01-01","1846-9558",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ARHIV ZA HIGIJENU RADA I TOKSIKOLOGIJU","VERSITA",0,NA
10471,930,"2013-01-01","1880-3989",NA,NA,NA,NA,NA,NA,NA,NA,NA,"JOURNAL OF TOXICOLOGICAL SCIENCES","J-Stage",0,NA
10472,0,"2013-01-01","1280-9659",5046,0.441866,NA,"2013-12-31",NA,NA,NA,NA,NA,"GEODIVERSITAS","Self Owned - Non-Profit Society",0,NA
10473,2000,"2013-01-01","1475-925X",5025,0.483276,NA,"2013-12-31",NA,NA,NA,NA,NA,"Biomedical Engineering Online","Biomed Central",0,"SPORTS MEDICINE"
10474,0,"2013-01-01","0090-0656",4945,0.61996,NA,"2013-12-31",NA,NA,NA,NA,NA,"FISHERY BULLETIN","Self Owned - Non-Profit Society",0,"ECOLOGY AND EVOLUTION"
10475,0,"2013-01-01","0163-5808",4974,0.57283,NA,"2013-12-31",NA,NA,NA,NA,NA,"SIGMOD RECORD","ASSOC COMPUTING MACHINERY",0,NA
10476,0,"2013-01-01","0016-8076",5041,0.449829,NA,"2013-12-31",NA,NA,NA,NA,NA,"GEORGE WASHINGTON LAW REVIEW","GEORGE WASHINGTON UNIV",0,"LAW"
10477,1290,"2013-01-01","1099-4300",4988,0.547767,NA,"2013-12-31",NA,NA,NA,NA,NA,"ENTROPY","MOLECULAR DIVERSITY PRESERVATION INTERNATIONAL",0,"PHYSICS AND CHEMISTRY"
10478,1932,"2013-01-01","1424-8220",4973,0.576373,NA,"2013-12-31",NA,NA,NA,NA,NA,"SENSORS","MOLECULAR DIVERSITY PRESERVATION INTERNATIONAL",0,"PHYSICS AND CHEMISTRY"
10479,1933,"2013-01-01","1420-3049",4985,0.552979,NA,"2013-12-31",NA,NA,NA,NA,NA,"MOLECULES","MOLECULAR DIVERSITY PRESERVATION INTERNATIONAL",0,"FOOD SCIENCE"
10480,0,"2013-01-01","1214-0287",NA,NA,NA,NA,NA,NA,NA,NA,NA,"JOURNAL OF APPLIED BIOMEDICINE","VERSITA",0,NA
10481,0,"2013-01-01","1788-618X",4954,0.610354,NA,"2013-12-31",NA,NA,NA,NA,NA,"Express Polymer Letters","Self Owned - Non-Profit Society",0,"PHYSICS AND CHEMISTRY"
10482,1200,"2013-01-01","1349-9157",NA,NA,NA,NA,NA,NA,NA,NA,NA,"JOURNAL OF RADIATION RESEARCH","JAPAN RADIATION RESEARCH SOC",0,NA
10483,2200,"2013-01-01","1176-9092",4960,0.602417,NA,"2013-12-31",NA,NA,NA,NA,NA,"Clinical Interventions in Aging","Dove Press",0,"MEDICINE"
10484,1730,"2013-01-01","1757-1146",4942,0.628956,NA,"2013-12-31",NA,NA,NA,NA,NA,"Journal of Foot and Ankle Research","Biomed Central",0,"SPORTS MEDICINE"
10485,0,"2013-01-01","1860-5974",5023,0.483825,NA,"2013-12-31",NA,NA,NA,NA,NA,"Logical Methods in Computer Science","Self Owned - Non-Profit Society",0,"COMPUTER SCIENCE"
10486,1700,"2013-01-01","1554-9178",4998,0.528287,NA,"2013-12-31",NA,NA,NA,NA,NA,"Physical Review Special Topics-Physics Education Research","AMERICAN PHYSICAL SOC",0,"EDUCATION"
10487,0,"2013-01-01","1424-3997",NA,NA,NA,NA,NA,NA,NA,NA,NA,"SWISS MEDICAL WEEKLY","E M H SWISS MEDICAL PUBLISHERS LTD",0,NA
10488,0,"2013-01-01","1802-6222",5092,0.324718,NA,"2013-12-31",NA,NA,NA,NA,NA,"JOURNAL OF GEOSCIENCES","Self Owned - Non-Profit Society",0,NA
