publisher_name,journal_name,date_stamp,is_hybrid,issn,apc
Hindawi,Advances in Virology,2012-01-01,False,1687-8647,600
German Institute of Global and Area Studies,Africa Spectrum,2012-01-01,False,1868-6869,0
Academic Journals,African Journal of Agricultural Research,2012-01-01,False,1991-637X,600
ACADEMIC JOURNALS,AFRICAN JOURNAL OF BIOTECHNOLOGY,2012-01-01,False,1684-5315,650
ACADEMIC JOURNALS,African Journal of Business Management,2012-01-01,False,1993-8233,550
ACADEMIC JOURNALS,African Journal of Microbiology Research,2012-01-01,False,1996-0808,550
Academic Journals,African Journal of Pharmacy and Pharmacology,2012-01-01,False,1996-0816,600
Impact Journals ,Aging,2012-01-01,False,1945-4589,1200
AGRICULTURAL RESEARCH CENTRE FINLAND,AGRICULTURAL AND FOOD SCIENCE,2012-01-01,False,1795-1895,0
Colegio de Postgraduados,Agrociencia,2012-01-01,False,1405-3195,0
BioMed Central Ltd,AIDS Research and Therapy,2012-01-01,False,1742-6405,1625
Hindawi,AIDS Research and Treatment,2012-01-01,False,2090-1259,500
American Institute of Physics,AIP Advances,2012-01-01,False,2158-3226,1350
National Institute of Health,Alcohol Research & Health,2012-01-01,False,1535-7414,0
MDPI,Algorithms  ,2012-01-01,False,1999-4893,320
BioMed Central Ltd,Algorithms for Molecular Biology,2012-01-01,False,1748-7188,1625
BioMed Central Ltd,Allergy  Asthma & Clinical Immunology,2012-01-01,False,1710-1492,1625
BioMed Central Ltd,Alzheimers Research & Therapy,2012-01-01,False,1758-9193,1845
Springer,AMB Express,2012-01-01,False,2191-0855,2010
American Association of Colleges of Pharmacy,AMERICAN JOURNAL OF PHARMACEUTICAL EDUCATION,2012-01-01,False,1553-6467,0
Instituto Superior de Psicologia Aplicada-CRL,Analise Psicologica,2012-01-01,False,0870-8231,0
Japan Society for Analytical Chemistry,Analytical Sciences,2012-01-01,False,1348-2246,0
Hindawi,Anatomy Research International,2012-01-01,False,2090-2751,500
National Survey of Geology and Mining Chile,Andean Geology,2012-01-01,False,0718-7092,0
Hindawi,Anemia,2012-01-01,False,2090-1275,500
Hindawi,Anesthesiology Research and Practice,2012-01-01,False,1687-6970,1000
Polish Academy of Sciences,ANIMAL SCIENCE PAPERS AND REPORTS,2012-01-01,False,0137-1649,0
Academia Scientiarum Fennica,Annales Academi�_ Scientiarum Fennic�_ Mathematica,2012-01-01,False,1239-629X,0
European Geosciences Union,Annales Geophysicae,2012-01-01,False,1432-0576,0
ACAD MEDICINE SINGAPORE,ANNALS ACADEMY OF MEDICINE SINGAPORE,2012-01-01,False,0304-4602,0
Institute of Rural Health Lublin Poland,Annals of Agricultural and Environmental Medicine,2012-01-01,False,1898-2263,160
BioMed Central Ltd,Annals of Clinical Microbiology and Antimicrobials,2012-01-01,False,1476-0711,1625
American Academy of Family Physicians,Annals of Family Medicine,2012-01-01,False,1544-1717,0
BioMed Central Ltd,Annals of General Psychiatry,2012-01-01,False,1744-859X,2190
Istituto Nazionale di Geofisica e Vulcanologia,Annals of Geophysics,2012-01-01,False,2037-416X,0
Medknow,Annals of Indian Academy of Neurology,2012-01-01,False,0972-2327,0
Springer,Annals of Intensive Care,2012-01-01,False,2110-5820,1675
King Faisal Specialist Hospital,Annals of Saudi Medicine,2012-01-01,False,0256-4947,0
BioMed Central Ltd,Annals of Surgical Innovation and Research,2012-01-01,False,1750-1164,1900
Annals of Thoracic and Cardiovascular Surgery,Annals of Thoracic and Cardiovascular Surgery,2012-01-01,False,2186-1005,0
Medknow,Annals of Thoracic Medicine,2012-01-01,False,1817-1737,0
Oxford University Press,AoB Plants,2012-01-01,False,2041-2851,0
University of Belgrade,Applicable Analysis and Discrete Mathematics,2012-01-01,False,1452-8630,0
Hindawi,Applied and Environmental Soil Science,2012-01-01,False,1687-7675,600
Hindawi,Applied Computational Intelligence and Soft Computing,2012-01-01,False,1687-9732,400
Corvinus University of Budapest (Hungary),Applied Ecology and Environmental Research,2012-01-01,False,1785-0037,0
Springer,Applied Nanoscience,2012-01-01,False,2190-5517,0
Springer,Applied Petrochemical Research,2012-01-01,False,2190-5533,0
Springer,Applied Water Science,2012-01-01,False,2190-5495,0
King Fahd University of Petroleum & Minerals,Arabian Journal of Science and Engineering,2012-01-01,False,2191-4281,0
Hindawi,Archaea,2012-01-01,False,1472-3654,0
Serbian Biological Society,Archives of Biological Sciences,2012-01-01,False,1821-4339,0
J-Stage,Archives of Histology and Cytology,2012-01-01,False,1349-1717,0
Versita,Archives of Industrial Hygiene and Toxicology,2012-01-01,False,1846-9558,0
Polish Academy of Sciences,ARCHIVES OF MECHANICS,2012-01-01,False,0373-2029,0
Termedia,Archives of Medical Science,2012-01-01,False,1896-9151,253
Polish Academy of Sciences,ARCHIVES OF METALLURGY AND MATERIALS,2012-01-01,False,1733-3490,0
BioMed Central Ltd,Archives of Public Health,2012-01-01,False,0778-7367,1625
ARKAT-USA,Arkivoc,2012-01-01,False,1551-7012,0
Universidade Federal de Minas Gerais,Arquivo Brasileiro de Medicina Veterin���ria e Zootecnia ,2012-01-01,False,1678-4162,0
Hindawi,Arthritis ,2012-01-01,False,2090-1992,500
BioMed Central Ltd,Arthritis Research & Therapy,2012-01-01,False,1478-6354,1845
BioMed Central Ltd,Asia Pacific Family Medicine,2012-01-01,False,1447-056X,1625
Asian Pacific Organization for Cancer Prevention,Asian Pacific Journal of Cancer Prevention,2012-01-01,False,1513-7368,50
Centro de Ciencias de la Atm���sfera,Atmosfera,2012-01-01,False,0187-6236,0
MDPI,Atmosphere  ,2012-01-01,False,2073-4433,268
European Geosciences Union,Atmospheric Chemistry and Physics,2012-01-01,False,1680-7324,1000
European Geosciences Union,Atmospheric Measurement Techniques,2012-01-01,False,1867-8548,0
Australasian Society for Computers in Learning in Tertiary Education,Australasian Journal of Educational Technology,2012-01-01,False,1449-5554,0
BioMed Central Ltd,Australia and New Zealand Health Policy,2012-01-01,False,1743-8462,1625
Southern Cross Publishing,Australian Journal of Crop Science,2012-01-01,False,1835-2707,355
Austrian Geological Society,Austrian Journal of Earth Sciences,2012-01-01,False,0251-7493,0
Hindawi,Autism Research and Treatment,2012-01-01,False,2090-1933,0
Hindawi,Autoimmune Diseases ,2012-01-01,False,2090-0430,1000
BioMed Central Ltd,Automated Experimentation,2012-01-01,False,1759-4499,1625
Balkan Society of Geometers,Balkan Journal of Geometry and its Applications,2012-01-01,False,1843-2875,0
Macedonian Academy of Sciences and Arts,Balkan Journal of Medical Genetics,2012-01-01,False,1896-494X,0
Tusi Mathematical Research Group,Banach Journal of Mathematical Analysis,2012-01-01,False,1735-8787,0
Bangladesh Pharmacological Society,Bangladesh Journal of Pharmacology,2012-01-01,False,1991-0088,0
Bangladesh Association of Plant Taxonomists,Bangladesh Journal of Plant Taxonomy,2012-01-01,False,1028-2092,0
Carnegie Mellon University,Bayesian Analysis,2012-01-01,False,1931-6690,0
BioMed Central Ltd,Behavioral and Brain Functions,2012-01-01,False,1744-9081,1680
Beilstein-Institut,Beilstein Journal of Organic Chemistry,2012-01-01,False,1860-5397,0
SCIELO,Biocell (Mendoza en l���nea),2012-01-01,False,1667-5746,0
Croatian Society of Medical Biochemists,Biochemia Medica,2012-01-01,False,1330-0962,0
Hindawi,Biochemistry Research International,2012-01-01,False,2090-2255,1000
Society for Bacterial and Antifungal agents,Biocontrol Science,2012-01-01,False,1342-4815,136
BioMed Central Ltd,BioData Mining,2012-01-01,False,1756-0381,1625
European Geosciences Union,Biogeosciences,2012-01-01,False,1726-4189,0
Hindawi,Bioinorganic Chemistry and Applications,2012-01-01,False,1687-479X,1200
Springer,Biointerphases,2012-01-01,False,1559-4106,800
Pharmaceutical Society of Japan,Biological & Pharmaceutical Bulletin,2012-01-01,False,1347-5215,0
BioMed Central Ltd,Biological Procedures Online,2012-01-01,False,1480-9222,1900
Chilean Biology Society,Biological Research,2012-01-01,False,0717-6287,0
BioMed Central Ltd,Biology Direct,2012-01-01,False,1745-6150,1900
BioMed Central Ltd,Biology of Mood & Anxiety Disorders,2012-01-01,False,2045-5380,2125
BioMed Central Ltd,Biology of Sex Differences,2012-01-01,False,2042-6410,2055
Institute of Sport in Warsaw Poland ,Biology of Sport,2012-01-01,False,2083-1862,210
Company of Biologists,Biology Open,2012-01-01,False,2046-6390,1350
BioMed Central Ltd,BioMagnetic Research and Technology,2012-01-01,False,1477-044X,1625
BioMed Central Ltd,Biomedical Digital Libraries,2012-01-01,False,1742-5581,1625
BioMed Central Ltd,BioMedical Engineering OnLine,2012-01-01,False,1475-925X,1625
Optical Society of America,Biomedical Optics Express,2012-01-01,False,2156-7085,871
IndMedica,Biomedical Research,2012-01-01,False,0970-938X,0
American Institute of Physics,Biomicrofluidics,2012-01-01,False,1932-1058,1500
BioMed Central Ltd,BioPsychoSocial Medicine,2012-01-01,False,1751-0759,1625
North Carolina State University,Bioresources,2012-01-01,False,1930-2126,0
Oxford University Press,Bioscience Horizons,2012-01-01,False,1754-7431,0
Japanese Societies,Bioscience Trends,2012-01-01,False,1881-7823,0
BioMed Central Ltd,Biotechnology for Biofuels,2012-01-01,False,1754-6834,2055
Hindawi,Biotechnology Research International,2012-01-01,False,2090-3146,1000
Italian Society of Transfusion Medicine and Immunohaematology,Blood Transfusion,2012-01-01,False,1723-2007,0
Korean Society for Biochemistry and Molecular Biology,BMB Reports,2012-01-01,False,1976-670X,0
BioMed Central Ltd,BMC Anesthesiology,2012-01-01,False,1471-2253,1845
BioMed Central Ltd,BMC Biochemistry,2012-01-01,False,1471-2091,1845
BioMed Central Ltd,BMC Bioinformatics,2012-01-01,False,1471-2105,1845
BioMed Central Ltd,BMC Biology,2012-01-01,False,1741-7007,2190
BioMed Central Ltd,BMC Biophysics,2012-01-01,False,2046-1682,1845
BioMed Central Ltd,BMC Biotechnology,2012-01-01,False,1472-6750,1845
BioMed Central Ltd,BMC Blood Disorders,2012-01-01,False,1471-2326,1845
BioMed Central Ltd,BMC Cancer,2012-01-01,False,1471-2407,1845
BioMed Central Ltd,BMC Cardiovascular Disorders,2012-01-01,False,1471-2261,1845
BioMed Central Ltd,BMC Cell Biology,2012-01-01,False,1471-2121,1845
BioMed Central Ltd,BMC Chemical Biology,2012-01-01,False,1472-6769,1845
BioMed Central Ltd,BMC Clinical Pathology,2012-01-01,False,1472-6890,1845
BioMed Central Ltd,BMC Clinical Pharmacology,2012-01-01,False,1472-6904,1845
BioMed Central Ltd,BMC Complementary and Alternative Medicine,2012-01-01,False,1472-6882,1845
BioMed Central Ltd,BMC Dermatology,2012-01-01,False,1471-5945,1845
BioMed Central Ltd,BMC Developmental Biology,2012-01-01,False,1471-213X,1845
BioMed Central Ltd,BMC Ear  Nose and Throat Disorders,2012-01-01,False,1472-6815,1845
BioMed Central Ltd,BMC Ecology,2012-01-01,False,1472-6785,1845
BioMed Central Ltd,BMC Emergency Medicine,2012-01-01,False,1471-227X,1845
BioMed Central Ltd,BMC Endocrine Disorders,2012-01-01,False,1472-6823,1845
BioMed Central Ltd,BMC Evolutionary Biology,2012-01-01,False,1471-2148,1845
BioMed Central Ltd,BMC Family Practice,2012-01-01,False,1471-2296,1845
BioMed Central Ltd,BMC Gastroenterology,2012-01-01,False,1471-230X,1845
BioMed Central Ltd,BMC Genetics,2012-01-01,False,1471-2156,1845
BioMed Central Ltd,BMC Genomics,2012-01-01,False,1471-2164,1845
BioMed Central Ltd,BMC Geriatrics,2012-01-01,False,1471-2318,1845
BioMed Central Ltd,BMC Health Services Research,2012-01-01,False,1472-6963,1845
BioMed Central Ltd,BMC Immunology,2012-01-01,False,1471-2172,1845
BioMed Central Ltd,BMC Infectious Diseases,2012-01-01,False,1471-2334,1845
BioMed Central Ltd,BMC International Health and Human Rights,2012-01-01,False,1472-698X,1845
BioMed Central Ltd,BMC Medical Education,2012-01-01,False,1472-6920,1845
BioMed Central Ltd,BMC Medical Ethics,2012-01-01,False,1472-6939,1845
BioMed Central Ltd,BMC Medical Genetics,2012-01-01,False,1471-2350,1845
BioMed Central Ltd,BMC Medical Genomics,2012-01-01,False,1755-8794,1845
BioMed Central Ltd,BMC Medical Imaging,2012-01-01,False,1471-2342,1845
BioMed Central Ltd,BMC Medical Informatics and Decision Making,2012-01-01,False,1472-6947,1845
BioMed Central Ltd,BMC Medical Physics,2012-01-01,False,1756-6649,1845
BioMed Central Ltd,BMC Medical Research Methodology,2012-01-01,False,1471-2288,1845
BioMed Central Ltd,BMC Medicine,2012-01-01,False,1741-7015,2190
BioMed Central Ltd,BMC Microbiology,2012-01-01,False,1471-2180,1845
BioMed Central Ltd,BMC Molecular Biology,2012-01-01,False,1471-2199,1845
BioMed Central Ltd,BMC Musculoskeletal Disorders,2012-01-01,False,1471-2474,1845
BioMed Central Ltd,BMC Nephrology,2012-01-01,False,1471-2369,1845
BioMed Central Ltd,BMC Neurology,2012-01-01,False,1471-2377,1845
BioMed Central Ltd,BMC Neuroscience,2012-01-01,False,1471-2202,1845
BioMed Central Ltd,BMC Nursing,2012-01-01,False,1472-6955,1845
BioMed Central Ltd,BMC Ophthalmology,2012-01-01,False,1471-2415,1845
BioMed Central Ltd,BMC Oral Health,2012-01-01,False,1472-6831,1845
BioMed Central Ltd,BMC Palliative Care,2012-01-01,False,1472-684X,1845
BioMed Central Ltd,BMC Pediatrics,2012-01-01,False,1471-2431,1845
BioMed Central Ltd,BMC Pharmacology,2012-01-01,False,1471-2210,1845
BioMed Central Ltd,BMC Physiology,2012-01-01,False,1472-6793,1845
BioMed Central Ltd,BMC Plant Biology,2012-01-01,False,1471-2229,1845
BioMed Central Ltd,BMC Pregnancy and Childbirth,2012-01-01,False,1471-2393,1845
BioMed Central Ltd,BMC Proceedings,2012-01-01,False,1753-6561,0
BioMed Central Ltd,BMC Psychiatry,2012-01-01,False,1471-244X,1845
BioMed Central Ltd,BMC Public Health,2012-01-01,False,1471-2458,1845
BioMed Central Ltd,BMC Pulmonary Medicine,2012-01-01,False,1471-2466,1845
BioMed Central Ltd,BMC Research Notes,2012-01-01,False,1756-0500,935
BioMed Central Ltd,BMC Structural Biology,2012-01-01,False,1472-6807,1845
BioMed Central Ltd,BMC Surgery,2012-01-01,False,1471-2482,1845
BioMed Central Ltd,BMC Systems Biology,2012-01-01,False,1752-0509,1845
BioMed Central Ltd,BMC Urology,2012-01-01,False,1471-2490,1845
BioMed Central Ltd,BMC Veterinary Research,2012-01-01,False,1746-6148,1845
BioMed Central Ltd,BMC Womens Health,2012-01-01,False,1472-6874,1845
BioMed Central Ltd,BMJ Open,2012-01-01,False,2044-6055,1860
Hindawi,Bone Marrow Research,2012-01-01,False,2090-3006,500
Finnish Environment Research,Boreal Environment Research,2012-01-01,False,1797-2469,0
Basic Medical Sciences of Federation of Bosnia,Bosnian Journal of Basic Medical Sciences,2012-01-01,False,1840-4812,190
Institute of Plant and Microbial Biology Academia Sinica,Botanical Studies,2012-01-01,False,1817-406x,0
Springer,Boundary Value Problems,2012-01-01,False,1687-2770,670
Wiley,Brain and Behavior,2012-01-01,False,2162-3279,2500
Association of the Brazilian Journal of Biology,Brazilian Journal of Biology,2012-01-01,False,1678-4375,0
BRAZILIAN SOC CHEMICAL ENG,BRAZILIAN JOURNAL OF CHEMICAL ENGINEERING,2012-01-01,False,1678-4383,0
Brazilian Society of Infectious Diseases,Brazilian Journal of Infectious Diseases,2012-01-01,False,1678-4391,0
Associa����_o Brasileira de Divulga����_o Cient���fica,BRAZILIAN JOURNAL OF MEDICAL AND BIOLOGICAL RESEARCH,2012-01-01,False,1414-431X,800
Conselho Nacional de Desenvolvimento Cient���fico e Tecnol���gico,BRAZILIAN JOURNAL OF MICROBIOLOGY,2012-01-01,False,1678-4405,0
Universidade de S��_o Paulo,Brazilian Journal of Oceanography,2012-01-01,False,1982-436X,0
Brazilian Physical Society,Brazilian Journal of Physics,2012-01-01,False,0103-9733,0
Dove Press,Breast Cancer ,2012-01-01,False,1179-1314,1695
BioMed Central Ltd,Breast Cancer Research,2012-01-01,False,1465-5411,1845
J-Stage,Breeding Science,2012-01-01,False,1347-3735,0
University of Buffalo,Buffalo Law Review,2012-01-01,False,0023-9356,0
Bulletin of Clinical Psychopharmacology,Bulletin of Clinical Psychopharmacology,2012-01-01,False,1302-9657,0
Czech Geological Survey.,Bulletin of Geosciences,2012-01-01,False,1802-8225,0
Indian Academy of Sciences,Bulletin of Materials Science,2012-01-01,False,0973-7669,0
Springer,Bulletin of Mathematical Sciences,2012-01-01,False,1664-3615,0
American Mathematical Society,Bulletin of the American Mathematical Society,2012-01-01,False,1088-9485,0
American Meteorological Society,Bulletin of the American Meteorological Society,2012-01-01,False,1520-0477,0
American Museum of natural history,Bulletin of the American Museum of Natural History,2012-01-01,False,0003-0090,0
Korean Chemical Society,Bulletin of the Korean Chemical Society,2012-01-01,False,1229-5949,0
Polish Academy of Sciences,Bulletin of the Polish Academy of Sciences-Technical Sciences,2012-01-01,False,0239-7528,0
World Health Organization,Bulletin of the World Health Organization,2012-01-01,False,0042-9686,0
Wiley,CA-Cancer Journal For Clinicians,2012-01-01,False,1542-4863,0
Escola Nacional de Sa��de P��blica Sergio Arouca,Cadernos de Sa��de P��blica,2012-01-01,False,1678-4464,0
University of California,California Agriculture,2012-01-01,False,2160-8091,0
Canadian Medical Association,CANADIAN JOURNAL OF SURGERY,2012-01-01,False,1488-2310,0
BioMed Central Ltd,Cancer Cell International,2012-01-01,False,1475-2867,1780
MDPI,Cancers,2012-01-01,False,2072-6694,268
BioMed Central Ltd,Carbon Balance and Management,2012-01-01,False,1750-0680,1625
Hindawi,Cardiology Research and Practice,2012-01-01,False,2090-0597,1000
BioMed Central Ltd,Cardiovascular Diabetology,2012-01-01,False,1475-2840,1835
BioMed Central Ltd,Cardiovascular Ultrasound,2012-01-01,False,1476-7120,1625
BioMed Central Ltd,Cases Journal,2012-01-01,False,1757-1626,1625
American Society for Cell Biology,CBE��Life Sciences Education,2012-01-01,False,1536-7509,0
BioMed Central Ltd,Cell & Bioscience,2012-01-01,False,2045-3701,1625
BioMed Central Ltd,Cell & Chromosome,2012-01-01,False,1475-9268,1625
BioMed Central Ltd,Cell Communication and Signaling,2012-01-01,False,1478-811X,1740
Nature Publishing Group,Cell Death & Disease,2012-01-01,False,2041-4889,3000
BioMed Central Ltd,Cell Division,2012-01-01,False,1747-1028,1780
Japan Society for Cell Biology,Cell Structure and Function,2012-01-01,False,1347-3700,0
Hunter College,Centro Journal,2012-01-01,False,1538-6279,0
Academy of Romanian Scientists,Chalcogenide Letters,2012-01-01,False,1584-8663,210
Pharmaceutical Society of Japan,CHEMICAL & PHARMACEUTICAL BULLETIN,2012-01-01,False,1347-5223,0
Croatian Association of Chemical Engineers,CHEMICAL AND BIOCHEMICAL ENGINEERING QUARTERLY,2012-01-01,False,0352-9568,0
AMER INST CHEMICAL ENGINEERS,CHEMICAL ENGINEERING PROGRESS,2012-01-01,False,0360-7275,0
National Library of Serbia,Chemical Industry & Chemical Engineering Quarterly ,2012-01-01,False,1451-9372,0
Chemistry Central Ltd,Chemistry Central Journal,2012-01-01,False,1752-153X,810
Royal Society of Chemistry,Chemistry Education Research and Practice,2012-01-01,False,1109-4028,0
Wiley,ChemistryOpen,2012-01-01,False,2191-1363,3000
BioMed Central Ltd,Child and Adolescent Psychiatry and Mental Health,2012-01-01,False,1753-2000,1625
Chinese Geophysical Society,Chinese Journal of Geophysics,2012-01-01,False,0898-9591,0
Physical Society of Republic of China.,Chinese Journal of Physics,2012-01-01,False,1741-3540,0
BioMed Central Ltd,Chinese Medicine,2012-01-01,False,1749-8546,0
Springer,Chinese Science Bulletin,2012-01-01,False,1861-9541,0
BioMed Central Ltd,Chiropractic & Manual Therapies,2012-01-01,False,2045-709X,0
Oceanological Research Institute of UABC.,Ciencias Marinas,2012-01-01,False,0185-3880,0
J-Stage,Circulation Journal,2012-01-01,False,1347-4820,0
Cleveland Clinic,Cleveland Clinic Journal of Medicine,2012-01-01,False,1939-2869,0
European Geosciences Union,Climate of the past,2012-01-01,False,1814-9332,0
Hindawi,Clinical and Developmental Immunology,2012-01-01,False,1740-2530,1500
Canadian Medical Association,Clinical and investigative medicine,2012-01-01,False,0147-958X,0
BioMed Central Ltd,Clinical and Molecular Allergy,2012-01-01,False,1476-7961,1625
BioMed Central Ltd,Clinical and Translational Allergy,2012-01-01,False,2045-7022,1780
BioMed Central Ltd,Clinical Epigenetics,2012-01-01,False,1868-7083,2190
BioMed Central Ltd,Clinical Practice and Epidemiology in Mental Health,2012-01-01,False,1745-0179,1625
BioMed Central Ltd,Clinical Proteomics,2012-01-01,False,1559-0275,1625
BioMed Central Ltd,Clinical Sarcoma Research,2012-01-01,False,2045-3329,1625
Faculdade de Medicina / USP,Clinics,2012-01-01,False,1980-5322,1000
American Library Association,COLLEGE & RESEARCH LIBRARIES,2012-01-01,False,2150-6701,0
Universidad del Valle,Colombia M�_dica,2012-01-01,False,1657-9534,0
Springer,Communications in Mobile Computing,2012-01-01,False,2192-1121,0
Hindawi,Comparative and Functional Genomics,2012-01-01,False,1532-6268,1500
BioMed Central Ltd,Comparative Hepatology,2012-01-01,False,1476-5926,1625
Sociedade Brasileira de Matem���tica Aplicada e Computacional,Computational and Applied Mathematics,2012-01-01,False,0101-8205,0
Hindawi,Computational and Mathematical Methods in Medicine,2012-01-01,False,1748-6718,1200
MIT Press,Computational Linguistics,2012-01-01,False,1530-9312,0
ASSOC COMPUTING MACHINERY,COMPUTER COMMUNICATION REVIEW,2012-01-01,False,0146-4833,0
Grupo Comunicar,Comunicar,2012-01-01,False,1988-3293,0
Institute for Condensed Matter Physics,Condensed Matter Physics,2012-01-01,False,1607-324X,0
BioMed Central Ltd,Conflict and Health,2012-01-01,False,1752-1505,1625
Termedia,Contemporary Oncology,2012-01-01,False,1897-4309,0
Netherlands Centre for Biodiversity Naturalis,Contributions to Zoology,2012-01-01,False,1875-9866,0
Autonomous University of the State of Mexico,Convergencia,2012-01-01,False,1405-1435,0
BioMed Central Ltd,Cost Effectiveness and Resource Allocation,2012-01-01,False,1478-7547,1625
BioMed Central Ltd,Cough,2012-01-01,False,1745-9974,1625
BioMed Central Ltd,Critical Care,2012-01-01,False,1364-8535,1845
Springer,Critical Ultrasound Journal,2012-01-01,False,2036-3176,0
Croatian Medical Schools,Croatian Medical Journal,2012-01-01,False,1332-8166,0
Universidade Federal de Vi��osa Brazil,Crop Breeding and Applied Biotechnology,2012-01-01,False,1984-7033,0
European Geosciences Union,Cryosphere,2012-01-01,False,1994-0424,0
Canadian Urological Association,CUAJ-Canadian Urological Association Journal,2012-01-01,False,1911-6470,0
Horizon Press,Current Issues in Molecular Biology,2012-01-01,False,1467-3037,1350
Multimed Inc,Current Oncology,2012-01-01,False,1718-7729,0
BioMed Central Ltd,CytoJournal,2012-01-01,False,1742-6413,1625
Czech Academy of Agricultural Sciences,Czech Journal of Animal Science,2012-01-01,False,1212-1819,0
Czech Academy of Agricultural Sciences,Czech Journal of Food Sciences,2012-01-01,False,1212-1800,0
Instituto Universit���rio de Pesquisas do Rio de Janeiro,Dados,2012-01-01,False,1678-4588,0
DANISH MEDICAL ASSN,Danish Medical Bulletin,2012-01-01,False,1603-9629,0
DARU,DARU Journal of Pharmaceutical Sciences,2012-01-01,False,2008-2231,0
Oxford,Database,2012-01-01,False,1758-0463,1600
Oxford University Press,Database: The Journal of Biological Databases and Curation,2012-01-01,False,1758-0463,1600
Ministry of Defence India,Defence Science Journal,2012-01-01,False,0976-464X,0
Max Planck Society,Demographic Research,2012-01-01,False,1435-9871,0
Polish Academy of Sciences,Dendrobiology,2012-01-01,False,1641-1307,0
BioMed Central Ltd,Diabetology & Metabolic Syndrome,2012-01-01,False,1758-5996,1625
Turkish Society of Radiology,Diagnostic and interventional radiology,2012-01-01,False,1305-3825,0
BioMed Central Ltd,Diagnostic Pathology,2012-01-01,False,1746-1596,1625
Hindawi,Discrete Dynamics in Nature and Society,2012-01-01,False,1607-887X,800
Company of Biologists,Disease Models and Mechanisms,2012-01-01,False,1754-8411,2090
MDPI,Diversity ,2012-01-01,False,1424-2818,320
Oxford University Press,DNA Research,2012-01-01,False,1756-1663,500
Deutsche Mathematiker-Vereinigung,Documenta Mathematica,2012-01-01,False,1431-0643,0
Japanese Society for the Study of Xenobiotics,Drug Metabolism and Pharmacokinetics,2012-01-01,False,1880-0920,0
ADIS International,DRUGS IN R&D,2012-01-01,False,1179-6901,3000
BioMed Central Ltd,Dynamic Medicine,2012-01-01,False,1476-5918,1625
International Press,Dynamics of Partial Differential Equations,2012-01-01,False,2163-7873,0
European Polymer Federation,e-Polymers,2012-01-01,False,1618-7229,0
Universidad Nacional de Colombia,Earth Sciences Research Journal,2012-01-01,False,1794-6190,0
Springer,Ecological Processes,2012-01-01,False,2192-1709,1070
Wiley,Ecology and Evolution,2012-01-01,False,2045-7758,1850
Resilience Alliance,Ecology and Society,2012-01-01,False,1708-3087,0
University of California,Ecology Law Quarterly,2012-01-01,False,0046-1121,0
Atlas Economic Research Foundation,Econ Journal Watch,2012-01-01,False,1933-527X,0
Kiel Institute for the World Economy,Economics,2012-01-01,False,1864-6042,0
Ecological Society of America,Ecosphere,2012-01-01,False,2150-8925,1500
International Forum of Educational Technology & Society,Educational Technology & Society,2012-01-01,False,1436-4522,0
BioMed Central Ltd,eHealth International,2012-01-01,False,1476-3591,1625
Springer,EJNMMI Research,2012-01-01,False,2191-219X,1470
The Electrochemical Society of Japan,ELECTROCHEMISTRY,2012-01-01,False,2186-2451,0
Institute for mathematical statistics,Electronic communications in probability,2012-01-01,False,1083-589X,0
Electronic Journal of Combinatorics,Electronic journal of combinatorics,2012-01-01,False,1077-8926,0
International Linear Algebra Society,Electronic Journal of Linear Algebra,2012-01-01,False,1081-3810,0
Institute for mathematical statistics,Electronic journal of probability,2012-01-01,False,1083-6489,0
Bolyai Institute  University of Szeged,Electronic Journal of Qualitative Theory of Differential Equations,2012-01-01,False,1417-3875,0
Institute of Mathematical Statistics,Electronic Journal of Statistics,2012-01-01,False,1935-7524,0
American Mathematical Society,Electronic Research Announcements in Mathematical Sciences,2012-01-01,False,1079-6762,0
Kent State University,Electronic Transactions on Numerical Analysis,2012-01-01,False,1068-9613,0
Center for Disease Control,Emerging Infectious Diseases,2012-01-01,False,1080-6040,0
BioMed Central Ltd,Emerging Themes in Epidemiology,2012-01-01,False,1742-7622,1625
Japan Endocrine Society,Endocrine Journal,2012-01-01,False,1348-4540,0
Springer,Energy  Sustainability and Society,2012-01-01,False,2192-0567,1070
Hong Kong Polytechnic University,Engineering Applications of Computational Fluid Mechanics,2012-01-01,False,1997-003X,0
University of Waikato,English Teaching Practice and Critique,2012-01-01,False,1175-8708,0
MDPI,Entropy,2012-01-01,False,1099-4300,1070
BioMed Central Ltd,Environmental Health,2012-01-01,False,1476-069X,1700
US National Institute of Health,Environmental Health Perspectives,2012-01-01,False,0091-6765,0
Institute of Physics ,Environmental Research Letters,2012-01-01,False,1748-9326,1600
Springer,Environmental Sciences Europe,2012-01-01,False,2190-4715,1070
Hindawi,Enzyme Research,2012-01-01,False,2090-0414,1000
BioMed Central Ltd,Epidemiologic Perspectives & Innovations,2012-01-01,False,1742-5573,1625
BioMed Central Ltd,Epigenetics & Chromatin,2012-01-01,False,1756-8935,2190
Springer,EPJ Data Science,2012-01-01,False,2193-1127,1340
Estonian Academy of Sciences,Estonian Journal of Earth Sciences,2012-01-01,False,1736-7557,0
ELECTRONICS TELECOMMUNICATIONS RESEARCH INST,ETRI JOURNAL,2012-01-01,False,1225-6463,0
Springer,EURASIP Journal on Advances in Signal Processing,2012-01-01,False,1687-6180,1340
Springer,EURASIP Journal on Audio and Music Processing,2012-01-01,False,1687-4722,670
Springer,EURASIP Journal on Bioinformatics and Systems Biology,2012-01-01,False,1687-4153,670
