pub_name,journal_name,date,journal_type,issn,apc
BioMed Central Ltd,Biology Direct,2016-06-18,OA,1745-6150,2012
BioMed Central Ltd,BioMedical Engineering OnLine,2016-06-18,OA,1475-925X,2012
BioMed Central Ltd,Biotechnology for Biofuels,2016-06-18,OA,1754-6834,2012
BioMed Central Ltd,BMC Bioinformatics,2016-06-18,OA,1471-2105,2012
BioMed Central Ltd,BMC Biology,2016-06-18,OA,1741-7007,2012
BioMed Central Ltd,BMC Biotechnology,2016-06-18,OA,1472-6750,2012
BioMed Central Ltd,BMC Cancer,2016-06-18,OA,1471-2407,2012
BioMed Central Ltd,BMC Cardiovascular Disorders,2016-06-18,OA,1471-2261,2012
BioMed Central Ltd,BMC Cell Biology,2016-06-18,OA,1471-2121,2012
BioMed Central Ltd,BMC Complementary and Alternative Medicine,2016-06-18,OA,1472-6882,2012
BioMed Central Ltd,BMC Developmental Biology,2016-06-18,OA,1471-213X,2012
BioMed Central Ltd,BMC Evolutionary Biology,2016-06-18,OA,1471-2148,2012
BioMed Central Ltd,BMC Family Practice,2016-06-18,OA,1471-2296,2012
BioMed Central Ltd,BMC Gastroenterology,2016-06-18,OA,1471-230X,2012
BioMed Central Ltd,BMC Genetics,2016-06-18,OA,1471-2156,2012
BioMed Central Ltd,BMC Genomics,2016-06-18,OA,1471-2164,2012
BioMed Central Ltd,BMC Health Services Research,2016-06-18,OA,1472-6963,2012
BioMed Central Ltd,BMC Immunology,2016-06-18,OA,1471-2172,2012
BioMed Central Ltd,BMC Infectious Diseases,2016-06-18,OA,1471-2334,2012
BioMed Central Ltd,BMC Medical Education,2016-06-18,OA,1472-6920,2012
BioMed Central Ltd,BMC Medical Genetics,2016-06-18,OA,1471-2350,2012
BioMed Central Ltd,BMC Medical Genomics,2016-06-18,OA,1755-8794,2012
BioMed Central Ltd,BMC Medical Informatics and Decision Making,2016-06-18,OA,1472-6947,2012
BioMed Central Ltd,BMC Medical Research Methodology,2016-06-18,OA,1471-2288,2012
BioMed Central Ltd,BMC Medicine,2016-06-18,OA,1741-7015,2012
BioMed Central Ltd,BMC Microbiology,2016-06-18,OA,1471-2180,2012
BioMed Central Ltd,BMC Molecular Biology,2016-06-18,OA,1471-2199,2012
BioMed Central Ltd,BMC Musculoskeletal Disorders,2016-06-18,OA,1471-2474,2012
BioMed Central Ltd,BMC Nephrology,2016-06-18,OA,1471-2369,2012
BioMed Central Ltd,BMC Neurology,2016-06-18,OA,1471-2377,2012
BioMed Central Ltd,BMC Neuroscience,2016-06-18,OA,1471-2202,2012
BioMed Central Ltd,BMC Pediatrics,2016-06-18,OA,1471-2431,2012
BioMed Central Ltd,BMC Plant Biology,2016-06-18,OA,1471-2229,2012
BioMed Central Ltd,BMC Psychiatry,2016-06-18,OA,1471-244X,2012
BioMed Central Ltd,BMC Public Health,2016-06-18,OA,1471-2458,2012
BioMed Central Ltd,BMC Structural Biology,2016-06-18,OA,1472-6807,2012
BioMed Central Ltd,BMC Systems Biology,2016-06-18,OA,1752-0509,2012
BioMed Central Ltd,BMC Veterinary Research,2016-06-18,OA,1746-6148,2012
BioMed Central Ltd,Breast Cancer Research,2016-06-18,OA,1465-5411,2012
BioMed Central Ltd,Cardiovascular Diabetology,2016-06-18,OA,1475-2840,2012
BioMed Central Ltd,Cardiovascular Ultrasound,2016-06-18,OA,1476-7120,2012
BioMed Central Ltd,Cell Division,2016-06-18,OA,1747-1028,2012
BioMed Central Ltd,Critical Care,2016-06-18,OA,1364-8535,2012
BioMed Central Ltd,Diagnostic Pathology,2016-06-18,OA,1746-1596,2012
BioMed Central Ltd,Environmental Health,2016-06-18,OA,1476-069X,2012
BioMed Central Ltd,Epigenetics & Chromatin,2016-06-18,OA,1756-8935,2012
BioMed Central Ltd,Frontiers in Zoology,2016-06-18,OA,1742-9994,2012
BioMed Central Ltd,Genetics Selection Evolution,2016-06-18,OA,1297-9686,2012
BioMed Central Ltd,Genome Biology,2016-06-18,OA,1465-6906,2012
BioMed Central Ltd,Harm Reduction Journal,2016-06-18,OA,1477-7517,2012
BioMed Central Ltd,Health and Quality of Life Outcomes,2016-06-18,OA,1477-7525,2012
BioMed Central Ltd,Hereditary Cancer in Clinical Practice,2016-06-18,OA,1897-4287,2012
BioMed Central Ltd,Human Resources for Health,2016-06-18,OA,1478-4491,2012
BioMed Central Ltd,Implementation Science,2016-06-18,OA,1748-5908,2012
BioMed Central Ltd,International Journal for Equity in Health,2016-06-18,OA,1475-9276,2012
BioMed Central Ltd,International Journal of Behavioral Nutrition and Physical Activity,2016-06-18,OA,1479-5868,2012
BioMed Central Ltd,International Journal of Health Geographics,2016-06-18,OA,1476-072X,2012
BioMed Central Ltd,Irish Veterinary Journal,2016-06-18,OA,2046-0481,2012
BioMed Central Ltd,Journal of Biomedical Science,2016-06-18,OA,1423-0127,2012
BioMed Central Ltd,Journal of Cardiothoracic Surgery,2016-06-18,OA,1749-8090,2012
BioMed Central Ltd,Journal of Cardiovascular Magnetic Resonance,2016-06-18,OA,1532-429X,2012
BioMed Central Ltd,Journal of Experimental & Clinical Cancer Research,2016-06-18,OA,1756-9966,2012
BioMed Central Ltd,Journal of Hematology & Oncology,2016-06-18,OA,1756-8722,2012
BioMed Central Ltd,Journal of NeuroEngineering and Rehabilitation,2016-06-18,OA,1743-0003,2012
BioMed Central Ltd,Journal of Neuroinflammation,2016-06-18,OA,1742-2094,2012
BioMed Central Ltd,Journal of the International Society of Sports Nutrition,2016-06-18,OA,1550-2783,2012
BioMed Central Ltd,Journal of Translational Medicine,2016-06-18,OA,1479-5876,2012
BioMed Central Ltd,Lipids in Health and Disease,2016-06-18,OA,1476-511X,2012
BioMed Central Ltd,Malaria Journal,2016-06-18,OA,1475-2875,2012
BioMed Central Ltd,Microbial Cell Factories,2016-06-18,OA,1475-2859,2012
BioMed Central Ltd,Molecular Cancer,2016-06-18,OA,1476-4598,2012
BioMed Central Ltd,Molecular Neurodegeneration,2016-06-18,OA,1750-1326,2012
BioMed Central Ltd,Molecular Pain,2016-06-18,OA,1744-8069,2012
BioMed Central Ltd,Neural Development,2016-06-18,OA,1749-8104,2012
BioMed Central Ltd,Nutrition & Metabolism,2016-06-18,OA,1743-7075,2012
BioMed Central Ltd,Nutrition Journal,2016-06-18,OA,1475-2891,2012
BioMed Central Ltd,Orphanet Journal of Rare Diseases,2016-06-18,OA,1750-1172,2012
BioMed Central Ltd,Parasites & Vectors,2016-06-18,OA,1756-3305,2012
BioMed Central Ltd,Particle and Fibre Toxicology,2016-06-18,OA,1743-8977,2012
BioMed Central Ltd,Plant Methods,2016-06-18,OA,1746-4811,2012
BioMed Central Ltd,Proteome Science,2016-06-18,OA,1477-5956,2012
BioMed Central Ltd,Reproductive Biology and Endocrinology,2016-06-18,OA,1477-7827,2012
BioMed Central Ltd,Respiratory Research,2016-06-18,OA,1465-9921,2012
BioMed Central Ltd,Retrovirology,2016-06-18,OA,1742-4690,2012
BioMed Central Ltd,Theoretical Biology and Medical Modelling,2016-06-18,OA,1742-4682,2012
BioMed Central Ltd,Trials,2016-06-18,OA,1745-6215,2012
BioMed Central Ltd,Veterinary Research,2016-06-18,OA,1297-9716,2012
BioMed Central Ltd,Virology Journal,2016-06-18,OA,1743-422X,2012
BioMed Central Ltd,World Journal of Surgical Oncology,2016-06-18,OA,1477-7819,2012
BioMed Central Ltd,AIDS Research and Therapy,2016-06-18,OA,1742-6405,2012
BioMed Central Ltd,Allergy  Asthma & Clinical Immunology,2016-06-18,OA,1710-1492,2012
BioMed Central Ltd,Alzheimers Research & Therapy,2016-06-18,OA,1758-9193,2012
BioMed Central Ltd,Annals of Clinical Microbiology and Antimicrobials,2016-06-18,OA,1476-0711,2012
BioMed Central Ltd,Annals of General Psychiatry,2016-06-18,OA,1744-859X,2012
BioMed Central Ltd,Annals of Surgical Innovation and Research,2016-06-18,OA,1750-1164,2012
BioMed Central Ltd,Archives of Public Health,2016-06-18,OA,0778-7367,2012
BioMed Central Ltd,Asia Pacific Family Medicine,2016-06-18,OA,1447-056X,2012
BioMed Central Ltd,Australia and New Zealand Health Policy,2016-06-18,OA,1743-8462,2012
BioMed Central Ltd,Automated Experimentation,2016-06-18,OA,1759-4499,2012
BioMed Central Ltd,BioData Mining,2016-06-18,OA,1756-0381,2012
BioMed Central Ltd,Biology of Mood & Anxiety Disorders,2016-06-18,OA,2045-5380,2012
BioMed Central Ltd,Biology of Sex Differences,2016-06-18,OA,2042-6410,2012
BioMed Central Ltd,BioMagnetic Research and Technology,2016-06-18,OA,1477-044X,2012
BioMed Central Ltd,Biomedical Digital Libraries,2016-06-18,OA,1742-5581,2012
BioMed Central Ltd,BioPsychoSocial Medicine,2016-06-18,OA,1751-0759,2012
BioMed Central Ltd,BMC Anesthesiology,2016-06-18,OA,1471-2253,2012
BioMed Central Ltd,BMC Blood Disorders,2016-06-18,OA,1471-2326,2012
BioMed Central Ltd,BMC Chemical Biology,2016-06-18,OA,1472-6769,2012
BioMed Central Ltd,BMC Clinical Pathology,2016-06-18,OA,1472-6890,2012
BioMed Central Ltd,BMC Clinical Pharmacology,2016-06-18,OA,1472-6904,2012
BioMed Central Ltd,BMC Dermatology,2016-06-18,OA,1471-5945,2012
BioMed Central Ltd,BMC Ear  Nose and Throat Disorders,2016-06-18,OA,1472-6815,2012
BioMed Central Ltd,BMC Ecology,2016-06-18,OA,1472-6785,2012
BioMed Central Ltd,BMC Emergency Medicine,2016-06-18,OA,1471-227X,2012
BioMed Central Ltd,BMC Medical Imaging,2016-06-18,OA,1471-2342,2012
BioMed Central Ltd,BMC Medical Physics,2016-06-18,OA,1756-6649,2012
BioMed Central Ltd,BMC Nursing,2016-06-18,OA,1472-6955,2012
BioMed Central Ltd,BMC Pharmacology,2016-06-18,OA,1471-2210,2012
BioMed Central Ltd,BMC Physiology,2016-06-18,OA,1472-6793,2012
BioMed Central Ltd,BMC Proceedings,2016-06-18,OA,1753-6561,2012
BioMed Central Ltd,BMJ Open,2016-06-18,OA,2044-6055,2012
BioMed Central Ltd,Cancer Cell International,2016-06-18,OA,1475-2867,2012
BioMed Central Ltd,Carbon Balance and Management,2016-06-18,OA,1750-0680,2012
BioMed Central Ltd,Cases Journal,2016-06-18,OA,1757-1626,2012
BioMed Central Ltd,Cell & Bioscience,2016-06-18,OA,2045-3701,2012
BioMed Central Ltd,Cell & Chromosome,2016-06-18,OA,1475-9268,2012
BioMed Central Ltd,Cell Communication and Signaling,2016-06-18,OA,1478-811X,2012
BioMed Central Ltd,Child and Adolescent Psychiatry and Mental Health,2016-06-18,OA,1753-2000,2012
BioMed Central Ltd,Chinese Medicine,2016-06-18,OA,1749-8546,2012
BioMed Central Ltd,Chiropractic & Manual Therapies,2016-06-18,OA,2045-709X,2012
BioMed Central Ltd,Clinical and Molecular Allergy,2016-06-18,OA,1476-7961,2012
BioMed Central Ltd,Clinical and Translational Allergy,2016-06-18,OA,2045-7022,2012
BioMed Central Ltd,Clinical Epigenetics,2016-06-18,OA,1868-7083,2012
BioMed Central Ltd,Clinical Practice and Epidemiology in Mental Health,2016-06-18,OA,1745-0179,2012
BioMed Central Ltd,Clinical Proteomics,2016-06-18,OA,1559-0275,2012
BioMed Central Ltd,Clinical Sarcoma Research,2016-06-18,OA,2045-3329,2012
BioMed Central Ltd,Comparative Hepatology,2016-06-18,OA,1476-5926,2012
BioMed Central Ltd,Conflict and Health,2016-06-18,OA,1752-1505,2012
BioMed Central Ltd,Cost Effectiveness and Resource Allocation,2016-06-18,OA,1478-7547,2012
BioMed Central Ltd,Cough,2016-06-18,OA,1745-9974,2012
BioMed Central Ltd,CytoJournal,2016-06-18,OA,1742-6413,2012
BioMed Central Ltd,Diabetology & Metabolic Syndrome,2016-06-18,OA,1758-5996,2012
BioMed Central Ltd,Dynamic Medicine,2016-06-18,OA,1476-5918,2012
BioMed Central Ltd,eHealth International,2016-06-18,OA,1476-3591,2012
BioMed Central Ltd,Emerging Themes in Epidemiology,2016-06-18,OA,1742-7622,2012
BioMed Central Ltd,Epidemiologic Perspectives & Innovations,2016-06-18,OA,1742-5573,2012
BioMed Central Ltd,EvoDevo,2016-06-18,OA,2041-9139,2012
BioMed Central Ltd,Experimental & Translational Stroke Medicine,2016-06-18,OA,2040-7378,2012
BioMed Central Ltd,Fibrogenesis & Tissue Repair,2016-06-18,OA,1755-1536,2012
BioMed Central Ltd,Filaria Journal,2016-06-18,OA,1475-2883,2012
BioMed Central Ltd,Fluids and Barriers of the CNS,2016-06-18,OA,2045-8118,2012
BioMed Central Ltd,Genetic Vaccines and Therapy,2016-06-18,OA,1479-0556,2012
BioMed Central Ltd,Genome Integrity,2016-06-18,OA,2041-9414,2012
BioMed Central Ltd,Genome Medicine,2016-06-18,OA,1756-994X,2012
BioMed Central Ltd,Globalization and Health,2016-06-18,OA,1744-8603,2012
BioMed Central Ltd,Gut Pathogens,2016-06-18,OA,1757-4749,2012
BioMed Central Ltd,Head & Face Medicine,2016-06-18,OA,1746-160X,2012
BioMed Central Ltd,Head & Neck Oncology,2016-06-18,OA,1758-3284,2012
BioMed Central Ltd,Health Research Policy and Systems,2016-06-18,OA,1478-4505,2012
BioMed Central Ltd,Herpesviridae,2016-06-18,OA,2042-4280,2012
BioMed Central Ltd,Immunity & Ageing,2016-06-18,OA,1742-4933,2012
BioMed Central Ltd,Immunome Research,2016-06-18,OA,1745-7580,2012
BioMed Central Ltd,Infectious Agents and Cancer,2016-06-18,OA,1750-9378,2012
BioMed Central Ltd,International Archives of Medicine,2016-06-18,OA,1755-7682,2012
BioMed Central Ltd,International Breastfeeding Journal,2016-06-18,OA,1746-4358,2012
BioMed Central Ltd,International Journal of Mental Health Systems,2016-06-18,OA,1752-4458,2012
BioMed Central Ltd,International Journal of Pediatric Endocrinology,2016-06-18,OA,1687-9856,2012
BioMed Central Ltd,International Seminars in Surgical Oncology,2016-06-18,OA,1477-7800,2012
BioMed Central Ltd,Investigative Genetics,2016-06-18,OA,2041-2223,2012
BioMed Central Ltd,Italian Journal of Pediatrics,2016-06-18,OA,1824-7288,2012
BioMed Central Ltd,Journal of Autoimmune Diseases,2016-06-18,OA,1740-2557,2012
BioMed Central Ltd,Journal of Biological Engineering,2016-06-18,OA,1754-1611,2012
BioMed Central Ltd,Journal of Biology,2016-06-18,OA,1475-4924,2012
BioMed Central Ltd,Journal of Biomedical Discovery and Collaboration,2016-06-18,OA,1747-5333,2012
BioMed Central Ltd,Journal of Biomedical Semantics,2016-06-18,OA,2041-1480,2012
BioMed Central Ltd,Journal of Brachial Plexus and Peripheral Nerve Injury,2016-06-18,OA,1749-7221,2012
BioMed Central Ltd,Journal of Carcinogenesis,2016-06-18,OA,1477-3163,2012
BioMed Central Ltd,Journal of Circadian Rhythms,2016-06-18,OA,1740-3391,2012
BioMed Central Ltd,Journal of Clinical Bioinformatics,2016-06-18,OA,2043-9113,2012
BioMed Central Ltd,Journal of Ethnobiology and Ethnomedicine,2016-06-18,OA,1746-4269,2012
BioMed Central Ltd,Journal of Experimental & Clinical Assisted Reproduction,2016-06-18,OA,1743-1050,2012
BioMed Central Ltd,Journal of Foot and Ankle Research,2016-06-18,OA,1757-1146,2012
BioMed Central Ltd,Journal of Immune Based Therapies and Vaccines,2016-06-18,OA,1476-8518,2012
BioMed Central Ltd,Journal of Inflammation,2016-06-18,OA,1476-9255,2012
BioMed Central Ltd,Journal of Medical Case Reports,2016-06-18,OA,1752-1947,2012
BioMed Central Ltd,Journal of Molecular Signaling,2016-06-18,OA,1750-2187,2012
BioMed Central Ltd,Journal of Nanobiotechnology,2016-06-18,OA,1477-3155,2012
BioMed Central Ltd,Journal of Negative Results in BioMedicine,2016-06-18,OA,1477-5751,2012
BioMed Central Ltd,Journal of Occupational Medicine and Toxicology,2016-06-18,OA,1745-6673,2012
BioMed Central Ltd,Journal of Orthopaedic Surgery and Research,2016-06-18,OA,1749-799X,2012
BioMed Central Ltd,Journal of Ovarian Research,2016-06-18,OA,1757-2215,2012
BioMed Central Ltd,Journal of the International AIDS Society,2016-06-18,OA,1758-2652,2012
BioMed Central Ltd,Journal of Trauma Management & Outcomes,2016-06-18,OA,1752-2897,2012
BioMed Central Ltd,Kinetoplastid Biology and Disease,2016-06-18,OA,1475-9292,2012
BioMed Central Ltd,Medical Gas Research,2016-06-18,OA,2045-9912,2012
BioMed Central Ltd,Medical Immunology,2016-06-18,OA,1476-9433,2012
BioMed Central Ltd,Microbial Informatics and Experimentation,2016-06-18,OA,2042-5783,2012
BioMed Central Ltd,Mobile DNA,2016-06-18,OA,1759-8753,2012
BioMed Central Ltd,Molecular Autism,2016-06-18,OA,2040-2392,2012
BioMed Central Ltd,Molecular Brain,2016-06-18,OA,1756-6606,2012
BioMed Central Ltd,Molecular Cytogenetics,2016-06-18,OA,1755-8166,2012
BioMed Central Ltd,Neural Systems & Circuits,2016-06-18,OA,2042-1001,2012
BioMed Central Ltd,Nonlinear Biomedical Physics,2016-06-18,OA,1753-4631,2012
BioMed Central Ltd,Nuclear Receptor,2016-06-18,OA,1478-1336,2012
BioMed Central Ltd,Osteopathic Medicine and Primary Care,2016-06-18,OA,1750-4732,2012
BioMed Central Ltd,PathoGenetics,2016-06-18,OA,1755-8417,2012
BioMed Central Ltd,Patient Safety in Surgery,2016-06-18,OA,1754-9493,2012
BioMed Central Ltd,Pediatric Rheumatology,2016-06-18,OA,1546-0096,2012
BioMed Central Ltd,Philosophy  Ethics  and Humanities in Medicine,2016-06-18,OA,1747-5341,2012
BioMed Central Ltd,Population Health Metrics,2016-06-18,OA,1478-7954,2012
BioMed Central Ltd,Reproductive Health,2016-06-18,OA,1742-4755,2012
BioMed Central Ltd,Saline Systems,2016-06-18,OA,1746-1448,2012
BioMed Central Ltd,Scandinavian Journal of Trauma  Resuscitation and Emergency Medicine,2016-06-18,OA,1757-7241,2012
BioMed Central Ltd,Scoliosis,2016-06-18,OA,1748-7161,2012
BioMed Central Ltd,Silence,2016-06-18,OA,1758-907X,2012
BioMed Central Ltd,Skeletal Muscle,2016-06-18,OA,2044-5040,2012
BioMed Central Ltd,Source Code for Biology and Medicine,2016-06-18,OA,1751-0473,2012
BioMed Central Ltd,Sports Medicine  Arthroscopy  Rehabilitation  Therapy & Technology,2016-06-18,OA,1758-2555,2012
BioMed Central Ltd,Stem Cell Research & Therapy,2016-06-18,OA,1757-6512,2012
BioMed Central Ltd,Substance Abuse Treatment  Prevention  and Policy,2016-06-18,OA,1747-597X,2012
BioMed Central Ltd,Thrombosis Journal,2016-06-18,OA,1477-9560,2012
BioMed Central Ltd,Thyroid Research,2016-06-18,OA,1756-6614,2012
BioMed Central Ltd,Tobacco Induced Diseases,2016-06-18,OA,1617-9625,2012
BioMed Central Ltd,Vascular Cell,2016-06-18,OA,2045-824X,2012
BioMed Central Ltd,World Journal of Emergency Surgery,2016-06-18,OA,1749-7922,2012
BIOMED CENTRAL LTD,Substance Abuse Treatment Prevention and Policy,2016-06-18,OA,1747-597X,2012
BIOMED CENTRAL LTD,Journal of Inflammation-London,2016-06-18,OA,1476-9255,2012
BIOMED CENTRAL LTD,Scandinavian Journal of Trauma Resuscitation & Emergency Medicine,2016-06-18,OA,1757-7241,2012
BMC-Springer,BMC Ophthalmology,2016-06-18,OA,1471-2415,2012
BMC-Springer,BMC Biochemistry,2016-06-18,OA,1471-2091,2012
BMC-Springer,BMC Biophysics,2016-06-18,OA,2046-1682,2012
BMC-Springer,BMC Endocrine Disorders,2016-06-18,OA,1472-6823,2012
BMC-Springer,BMC Geriatrics,2016-06-18,OA,1471-2318,2012
BMC-Springer,BMC International Health and Human Rights,2016-06-18,OA,1472-698X,2012
BMC-Springer,BMC Medical Ethics,2016-06-18,OA,1472-6939,2012
BMC-Springer,BMC Oral Health,2016-06-18,OA,1472-6831,2012
BMC-Springer,BMC Palliative Care,2016-06-18,OA,1472-684X,2012
BMC-Springer,BMC Pregnancy and Childbirth,2016-06-18,OA,1471-2393,2012
BMC-Springer,BMC Pulmonary Medicine,2016-06-18,OA,1471-2466,2012
BMC-Springer,BMC Research Notes,2016-06-18,OA,1756-0500,2012
BMC-Springer,BMC Surgery,2016-06-18,OA,1471-2482,2012
BMC-Springer,BMC Urology,2016-06-18,OA,1471-2490,2012
BMC-Springer,BMC Womens Health,2016-06-18,OA,1472-6874,2012
Bolyai Institute  University of Szeged,Electronic Journal of Qualitative Theory of Differential Equations,2016-06-18,OA,1417-3875,2012
Bolyai Institute  University of Szeged,Electronic Journal of Qualitative Theory of Differential Equations,2016-06-18,OA,1417-3875,2012
Botanical Society of Brasil,Acta Botanica Brasilica,2016-06-18,OA,1677-941X,2012
Botanical Society of Brasil,Acta Botanica Brasilica,2016-06-18,OA,1677-941X,2012
Botanical Society of China,Journal of Systematics and Evolution,2016-06-18,OA,1759-6831,2012
Botanical Society of China,Journal of Systematics and Evolution,2016-06-18,OA,1759-6831,2012
Brazilian Association for Horticultural Science,Horticultura Brasileira,2016-06-18,OA,1806-9991,2012
Brazilian Association for Horticultural Science,Horticultura Brasileira,2016-06-18,OA,1806-9991,2012
Brazilian Chemical Society,Journal of the Brazilian Chemical Society,2016-06-18,OA,1678-4790,2012
Brazilian Chemical Society,Journal of the Brazilian Chemical Society,2016-06-18,OA,1678-4790,2012
Brazilian Physical Society,Brazilian Journal of Physics,2016-06-18,OA,0103-9733,2012
Brazilian Physical Society,Brazilian Journal of Physics,2016-06-18,OA,0103-9733,2012
BRAZILIAN SOC CHEMICAL ENG,BRAZILIAN JOURNAL OF CHEMICAL ENGINEERING,2016-06-18,OA,1678-4383,2012
BRAZILIAN SOC CHEMICAL ENG,BRAZILIAN JOURNAL OF CHEMICAL ENGINEERING,2016-06-18,OA,1678-4383,2012
BRAZILIAN SOC CHEMICAL ENG,BRAZILIAN JOURNAL OF CHEMICAL ENGINEERING,2016-06-18,OA,1678-4383,2013
Brazilian Society for Soil Science,Revista Brasileira de Cincia do Solo,2016-06-18,OA,1806-9657,2012
Brazilian Society for Soil Science,Revista Brasileira de Cincia do Solo,2016-06-18,OA,1806-9657,2012
Brazilian Society of fruit culture,Revista Brasileira de Fruticultura,2016-06-18,OA,1806-9967,2012
Brazilian Society of fruit culture,Revista Brasileira de Fruticultura,2016-06-18,OA,1806-9967,2012
Brazilian Society of Infectious Diseases,Brazilian Journal of Infectious Diseases,2016-06-18,OA,1678-4391,2012
Brazilian Society of Infectious Diseases,Brazilian Journal of Infectious Diseases,2016-06-18,OA,1678-4391,2012
Brazilian Society of Mechanical Sciences,Journal of the Brazilian Society of Mechanical Sciences and Engineering,2016-06-18,OA,1806-3691,2012
Brazilian Society of Mechanical Sciences,Journal of the Brazilian Society of Mechanical Sciences and Engineering,2016-06-18,OA,1806-3691,2012
Brazilian Society of Urology,International Brazilian Journal of Urology,2016-06-18,OA,1677-6119,2012
Brazilian Society of Urology,International Brazilian Journal of Urology,2016-06-18,OA,1677-6119,2012
British Society for Plant Pathology,New Disease Reports,2016-06-18,OA,2044-0588,2012
British Society for Plant Pathology,New Disease Reports,2016-06-18,OA,2044-0588,2012
Brno University of Technology,Radioengineering,2016-06-18,OA,1210-2512,2012
Brno University of Technology,Radioengineering,2016-06-18,OA,1210-2512,2012
Budapest University of Technology and Economic,Express Polymer Letters ,2016-06-18,OA,1788-618X,2012
Budapest University of Technology and Economic,Express Polymer Letters ,2016-06-18,OA,1788-618X,2012
Bulletin of Clinical Psychopharmacology,Bulletin of Clinical Psychopharmacology,2016-06-18,OA,1302-9657,2012
Bulletin of Clinical Psychopharmacology,Bulletin of Clinical Psychopharmacology,2016-06-18,OA,1302-9657,2012
CAMBRIDGE UNIV PRESS,TEMPO,2016-06-18,OA,1478-2286,2012
CAMBRIDGE UNIV PRESS,JOURNAL OF AGRICULTURAL SCIENCE,2016-06-18,OA,1916-9760,2012
CAMBRIDGE UNIV PRESS,LMS JOURNAL OF COMPUTATION AND MATHEMATICS,2016-06-18,OA,1461-1570,2013
Cambridge University Press,LMS Journal of Computation and Mathematics,2016-06-18,OA,1461-1570,2012
Cambridge University Press,LMS Journal of Computation and Mathematics,2016-06-18,OA,1461-1570,2012
Canadian Dental Association,Journal of the Canadian Dental Association,2016-06-18,OA,1488-2159,2012
Canadian Dental Association,Journal of the Canadian Dental Association,2016-06-18,OA,1488-2159,2012
CANADIAN DIABETES ASSOC,Canadian Journal of Diabetes,2016-06-18,OA,1499-2671,2012
Canadian Medical Association,CANADIAN JOURNAL OF SURGERY,2016-06-18,OA,1488-2310,2012
Canadian Medical Association,Clinical and investigative medicine,2016-06-18,OA,0147-958X,2012
Canadian Medical Association,JOURNAL OF PSYCHIATRY & NEUROSCIENCE,2016-06-18,OA,1488-2434,2012
Canadian Medical Association,CANADIAN JOURNAL OF SURGERY,2016-06-18,OA,1488-2310,2012
Canadian Medical Association,Clinical and investigative medicine,2016-06-18,OA,0147-958X,2012
Canadian Medical Association,JOURNAL OF PSYCHIATRY & NEUROSCIENCE,2016-06-18,OA,1488-2434,2012
CANADIAN SOC PHARMACEUTICAL SCIENCES,JOURNAL OF PHARMACY AND PHARMACEUTICAL SCIENCES,2016-06-18,OA, 1482-182,2012
CANADIAN SOC PHARMACEUTICAL SCIENCES,JOURNAL OF PHARMACY AND PHARMACEUTICAL SCIENCES,2016-06-18,OA, 1482-182,2012
CANADIAN SOC PHARMACEUTICAL SCIENCES,JOURNAL OF PHARMACY AND PHARMACEUTICAL SCIENCES,2016-06-18,OA, 1482-182,2013
Canadian Urological Association,CUAJ-Canadian Urological Association Journal,2016-06-18,OA,1911-6470,2012
Canadian Urological Association,CUAJ-Canadian Urological Association Journal,2016-06-18,OA,1911-6470,2012
Carnegie Mellon University,Bayesian Analysis,2016-06-18,OA,1931-6690,2012
Carnegie Mellon University,Bayesian Analysis,2016-06-18,OA,1931-6690,2012
CCC PUBL-AGORA UNIV,International Journal of Computers Communications & Control,2016-06-18,OA,1841-9836,2012
CENTER DISEASE CONTROL,EMERGING INFECTIOUS DISEASES,2016-06-18,OA,1080-6040,2013
Center for Disease Control,Emerging Infectious Diseases,2016-06-18,OA,1080-6040,2012
Center for Disease Control,Emerging Infectious Diseases,2016-06-18,OA,1080-6040,2012
CENTRAALBUREAU SCHIMMELCULTURE,STUDIES IN MYCOLOGY,2016-06-18,OA,1872-9797,2013
Central Fisheries Research Institute of Turkey,Turkish Journal of Fisheries and Aquatic Sciences,2016-06-18,OA,1303-2712,2012
Central Fisheries Research Institute of Turkey,Turkish Journal of Fisheries and Aquatic Sciences,2016-06-18,OA,1303-2712,2012
CENTRO CIENCIAS ATMOSFERA UNAM,ATMOSFERA,2016-06-18,OA,0187-6236,2013
Centro de Ciencias de la Atm—sfera,Atmosfera,2016-06-18,OA,0187-6236,2012
Centro de Ciencias de la Atm—sfera,Atmosfera,2016-06-18,OA,0187-6236,2012
Ceramic Society of Japan,JOURNAL OF THE CERAMIC SOCIETY OF JAPAN,2016-06-18,OA,1882-1022,2012
Ceramic Society of Japan,JOURNAL OF THE CERAMIC SOCIETY OF JAPAN,2016-06-18,OA,1882-1022,2012
Ceramic Society of Japan,JOURNAL OF THE CERAMIC SOCIETY OF JAPAN,2016-06-18,OA,1882-1022,2013
Charles University in Prague,FINANCE A UVER-CZECH JOURNAL OF ECONOMICS AND FINANCE,2016-06-18,OA,0015-1920,2012
Charles University in Prague,FINANCE A UVER-CZECH JOURNAL OF ECONOMICS AND FINANCE,2016-06-18,OA,0015-1920,2012
Chemistry Central,Chemistry Central Journal,2016-06-18,OA,1752-153X,2013
Chemistry Central,Journal of Cheminformatics,2016-06-18,OA,1758-2946,2013
Chemistry Central Ltd,Chemistry Central Journal,2016-06-18,OA,1752-153X,2012
Chemistry Central Ltd,Geochemical Transactions,2016-06-18,OA,1467-4866,2012
